2,8703,19806,20351	14527,5824,9904,9902	773931479040 |	(2 2 2 2 2 2 2 2 2 2 2 2 3 3 5 17 367 673 )  2
3,4,5,6	5,1,4,1	63 |	(3 3 7 )  2
3,10,18,19	11,8,14,4	2232 |	(2 2 2 3 3 31 )  2
3,34,114,115	59,56,74,40	229608 |	(2 2 2 3 3 3 1063 )  3
3,36,37,46	41,5,20,17	7875 |	(3 3 5 5 5 7 )  2
3,121,131,159	145,14,62,59	235584 |	(2 2 2 2 2 2 3 3 409 )  2
3,214,309,340	277,63,156,153	3546369 |	(3 3 3 19 31 223 )  3
3,245,340,378	359,19,124,121	1899765 |	(3 3 5 7 37 163 )  2
3,509,1156,1188	1172,16,256,253	16773120 |	(2 2 2 2 2 2 2 2 2 2 2 2 3 3 5 7 13 )  2
3,632,1533,1568	1100,468,768,765	350481600 |	(2 2 2 2 2 2 3 3 3 5 5 7 19 61 )  3
3,695,7479,7481	7480,1,349,346	42508548 |	(2 2 3 3 19 29 2143 )  2
3,1228,2325,2434	1831,603,1164,1161	1357842717 |	(3 3 3 7 11 17 103 373 )  3
3,1485,1954,2206	2080,126,744,741	409830408 |	(2 2 2 3 3 3 13 13 103 109 )  3
3,2459,3735,4061	3898,163,1231,1228	1861078644 |	(2 2 3 3 73 73 89 109 )  2
3,4380,4622,5675	2839,2836,4501,121	68376110445 |	(3 3 3 5 19 37 193 3733 )  3
3,6180,17872,18115	9059,9056,12026,5846	996563505960 |	(2 2 2 3 3 3 3 5 11 19 1471681 )  4
4,17,22,25	21,4,13,9	2133 |	(3 3 3 79 )  3
4,57,248,249	153,96,126,122	1115640 |	(2 2 2 3 3 3 5 1033 )  3
4,303,482,519	411,108,243,239	13089195 |	(3 3 3 3 3 3 3 3 3 5 7 19 )  9
4,383,1438,1447	915,532,721,717	224236593 |	(3 3 3 3 7 7 7 7 1153 )  4
4,963,972,1219	1091,128,488,484	114117120 |	(2 2 2 2 2 2 2 2 2 3 3 3 5 13 127 )  3
4,1269,3155,3222	1613,1609,2212,943	6657682599 |	(3 3 3 67 241 15271 )  3
4,1329,1607,1866	935,931,1468,139	2356620741 |	(3 3 179 523 2797 )  2
4,1418,1587,1899	1743,156,711,707	355629015 |	(3 3 3 5 7 7 37 1453 )  3
4,1473,32639,32640	16322,16318,17056,15583	616602002184 |	(2 2 2 3 3 3 7 41 41 41 61 97 )  3
4,2198,2555,3011	2783,228,1101,1097	1322780949 |	(3 3 3 3 3 7 97 8017 )  5
4,2219,7965,8022	4013,4009,5092,2873	67594765959 |	(3 3 7 19 19 19 19 8233 )  2
4,2345,3927,4188	2096,2092,3136,791	21685416768 |	(2 2 2 2 2 2 3 3 3 29 643 673 )  3
4,3043,11006,11083	7063,4020,5505,5501	101864354625 |	(3 3 3 3 3 3 5 5 5 11 151 673 )  6
4,3279,15462,15511	9395,6116,7733,7729	233656132941 |	(3 3 7 7 11 11 11 31 12841 )  2
4,4635,10688,10971	7803,3168,5346,5342	120992404104 |	(2 2 2 3 3 3 3 3 3 11 11 11 11 13 109 )  6
4,5669,10690,11197	8433,2764,5347,5343	131756797179 |	(3 3 3 7 41 1879 9049 )  3
4,8619,15629,16458	8231,8227,12124,3505	1225291049541 |	(3 3 3 13 43 433 433 433 )  3
4,8755,21797,22258	11131,11127,15276,6521	2187113639193 |	(3 3 3 3 3 7 277 461 10069 )  5
5,76,123,132	104,28,64,59	240192 |	(2 2 2 2 2 2 3 3 3 139 )  3
5,86,460,461	233,228,273,187	8494065 |	(3 3 3 3 3 5 6991 )  5
5,163,164,206	185,21,84,79	583443 |	(3 3 3 3 3 7 7 7 7 )  5
5,216,436,453	229,224,326,110	23406552 |	(2 2 2 3 3 13 17 1471 )  2
5,232,307,346	289,57,156,151	3611223 |	(3 3 3 3 3 7 11 193 )  5
5,877,1347,1461	1404,57,441,436	85580928 |	(2 2 2 2 2 2 2 3 3 3 24763 )  3
5,1059,1282,1488	1385,103,532,527	149476041 |	(3 3 11 13 37 43 73 )  2
5,1827,4369,4473	4421,52,916,911	768434688 |	(2 2 2 2 2 2 2 2 2 3 3 3 3 7 2647 )  4
5,1948,2552,2885	1445,1440,2250,302	8404641000 |	(2 2 2 3 3 3 3 3 3 3 3 3 5 5 5 7 61 )  9
5,4897,6601,7399	7000,399,2451,2446	14660618652 |	(2 2 3 3 3 3 3 3 19 19 19 733 )  6
5,4908,13243,13464	9186,4278,6624,6619	212350845672 |	(2 2 2 3 3 3 7 7 17 23 23 23 97 )  3
5,6022,24266,24389	12197,12192,15144,9122	1660857924096 |	(2 2 2 2 2 2 2 2 2 3 3 3 3 3 7 41 193 241 )  5
5,8059,14940,15684	15312,372,4032,4027	65496841920 |	(2 2 2 2 2 2 3 3 3 5 61 151 823 )  3
5,8059,19332,19788	19560,228,4032,4027	65536468416 |	(2 2 2 2 2 2 3 3 3 181 317 661 )  3
5,8187,28464,28688	28576,112,4096,4091	68718071808 |	(2 2 2 2 2 2 2 2 2 2 2 2 3 3 37 83 607 )  2
6,32,33,41	37,4,19,13	6795 |	(3 3 5 151 )  2
6,121,768,769	445,324,387,381	23948379 |	(3 3 3 3 3 3 7 13 19 19 )  6
6,127,180,199	163,36,93,87	757701 |	(3 3 3 7 19 211 )  3
6,179,216,251	215,36,111,105	1320975 |	(3 3 3 5 5 19 103 )  3
6,381,436,517	449,68,221,215	10479429 |	(3 3 3 17 17 17 79 )  3
6,479,718,783	631,152,362,356	43926120 |	(2 2 2 3 3 5 7 17431 )  2
6,547,1685,1704	855,849,1116,569	777968847 |	(3 3 3 89 421 769 )  3
6,828,1585,1657	1621,36,417,411	72465057 |	(3 3 3 7 127 3019 )  3
6,865,1119,1270	638,632,992,127	723755520 |	(2 2 2 2 2 2 2 2 2 3 3 3 5 37 283 )  3
6,865,1494,1585	1225,360,750,744	375219000 |	(2 2 2 3 3 3 5 5 5 13 1069 )  3
6,867,1597,1678	842,836,1232,365	1285682112 |	(2 2 2 2 2 2 3 3 3 11 11 11 13 43 )  3
6,900,1801,1873	1837,36,453,447	92913021 |	(3 3 3 19 139 1303 )  3
6,908,5581,5589	5585,4,457,451	95443929 |	(3 3 7 79 127 151 )  2
6,911,1321,1452	729,723,1116,205	1011995829 |	(3 3 3 13 13 131 1693 )  3
6,1647,2257,2518	1262,1256,1952,305	5456328192 |	(2 2 2 2 2 2 2 2 2 3 3 7 19 29 307 )  2
6,2542,4091,4395	4243,152,1274,1268	2064287016 |	(2 2 2 3 3 11 17 153319 )  2
6,2598,6299,6443	6371,72,1302,1296	2206782360 |	(2 2 2 3 3 3 5 19 41 43 61 )  3
6,2828,3297,3881	3589,292,1417,1411	2820281625 |	(3 3 3 5 5 5 7 19 61 103 )  3
6,7387,31718,31851	19619,12232,15862,15856	2160753332760 |	(2 2 2 3 3 5 11 11 11 11 409951 )  2
6,7695,11369,12440	6223,6217,9532,1837	625774396455 |	(3 3 5 13 17 67 939157 )  2
6,9577,23399,23922	11964,11958,16488,6911	2772411696360 |	(2 2 2 3 3 3 5 97 151 175261 )  3
7,14,17,20	17,3,12,5	1701 |	(3 3 3 3 3 7 )  5
7,54,57,70	62,8,32,25	32256 |	(2 2 2 2 2 2 2 2 2 3 3 7 )  2
7,119,303,309	306,3,63,56	250020 |	(2 2 3 3 3 5 463 )  3
7,162,1190,1191	599,592,676,514	101441088 |	(2 2 2 2 2 2 3 3 7 139 181 )  2
7,317,525,561	543,18,162,155	4245696 |	(2 2 2 2 2 2 3 3 3 3 3 3 7 13 )  6
7,569,1288,1324	1306,18,288,281	23882040 |	(2 2 2 3 3 3 3 3 3 3 3 5 7 13 )  8
7,578,2064,2079	1043,1036,1321,743	1193264505 |	(3 3 5 19 241 5791 )  2
7,1152,22574,22575	11291,11284,11863,10711	232712558343 |	(3 3 193 2131 62869 )  2
7,1406,1681,1960	1683,277,844,837	579957651 |	(3 3 3 3 3 7 13 26227 )  5
7,1536,9633,9646	5591,4055,4820,4813	45303701625 |	(3 3 3 5 5 5 7 13 17 8677 )  3
7,3936,13601,13710	8823,4887,6804,6797	198272114361 |	(3 3 3 3 3 3 3 3 3 71 337 421 )  9
7,4868,13945,14140	9504,4636,6976,6969	239844870720 |	(2 2 2 2 2 2 3 3 3 5 7 7 13 43579 )  3
7,6654,21468,21679	10843,10836,14061,7407	1507673351925 |	(3 3 3 5 5 13 43 43 43 2161 )  3
7,8122,10601,11998	10060,1938,5304,5297	141935508792 |	(2 2 2 3 3 3 3 3 7 11 17 17 17 193 )  5
8,209,1744,1745	977,768,876,868	219236544 |	(2 2 2 2 2 2 3 3 3 3 3 3 37 127 )  6
8,229,236,293	261,32,122,114	1783080 |	(2 2 2 3 3 3 5 13 127 )  3
8,705,2242,2265	1485,780,1125,1117	949276125 |	(3 3 3 5 5 5 7 23 1747 )  3
8,786,955,1107	1031,76,397,389	62131797 |	(3 3 7 13 107 709 )  2
8,2161,4710,4857	3509,1348,2359,2351	10678098087 |	(3 3 31 337 337 337 )  2
8,2626,15847,15871	15859,12,1317,1309	2284320285 |	(3 3 3 3 3 5 13 29 4987 )  5
8,4595,49870,49883	27239,22644,24939,24931	3900176182035 |	(3 3 3 3 3 3 3 3 5 7 17 17 17 3457 )  8
8,7001,7558,9185	8093,1092,3783,3775	52836678999 |	(3 3 3 3 3 13 13 13 13 23 331 )  5
8,7204,25381,25573	25477,96,3606,3598	46888784280 |	(2 2 2 3 3 3 3 3 3 5 13 37 3343 )  6
8,7355,19492,19835	13595,6240,9750,9742	683888751000 |	(2 2 2 3 3 3 3 3 3 5 5 5 7 13 13 13 61 )  6
8,8635,43916,44027	26331,17696,21962,21954	5051444879592 |	(2 2 2 3 3 3 3 79 79 79 97 163 )  4
9,55,116,120	118,2,32,23	32760 |	(2 2 2 3 3 5 7 13 )  2
9,58,255,256	157,99,132,123	1329669 |	(3 3 3 11 11 11 37 )  3
9,183,220,256	238,18,96,87	878904 |	(2 2 2 3 3 3 13 313 )  3
9,262,2448,2449	1229,1220,1355,1093	671965875 |	(3 3 3 3 5 5 5 7 19 499 )  4
9,290,583,606	448,158,296,287	21990024 |	(2 2 2 3 3 7 7 23 271 )  2
9,366,580,625	317,308,473,107	76605705 |	(3 3 5 11 11 11 1279 )  2
9,550,1322,1353	681,672,936,386	516561408 |	(2 2 2 2 2 2 2 2 2 3 3 3 11 43 79 )  3
9,583,894,970	932,38,296,287	25879464 |	(2 2 2 3 3 13 43 643 )  2
9,631,642,802	722,80,320,311	32256000 |	(2 2 2 2 2 2 2 2 2 2 2 2 3 3 5 5 5 7 )  2
9,815,1767,1823	1795,28,412,403	69912576 |	(2 2 2 2 2 2 2 2 2 2 2 3 3 3793 )  2
9,1020,2338,2401	1205,1196,1679,659	3022392303 |	(3 3 7 23 23 23 3943 )  2
9,1322,3124,3201	1605,1596,2223,901	6920106831 |	(3 3 3 11 19 19 19 43 79 )  3
9,1527,4024,4096	4060,36,768,759	452938176 |	(2 2 2 2 2 2 3 3 3 61 4297 )  3
9,2278,8943,8992	5635,3357,4476,4467	51843221883 |	(3 3 3 37 373 373 373 )  3
9,2322,4022,4265	2137,2128,3172,850	22278943296 |	(2 2 2 2 2 2 3 3 3 29 409 1087 )  3
9,2463,6224,6350	6287,63,1236,1227	1887982209 |	(3 3 3 17 23 43 4159 )  3
9,2991,9910,10000	9955,45,1500,1491	3374908875 |	(3 3 3 5 5 5 13 13 61 97 )  3
9,2998,5984,6225	3117,3108,4491,1493	60557107059 |	(3 3 3 19 19 461 13477 )  3
9,3503,13878,13952	13915,37,1756,1747	5414638563 |	(3 3 3 19 73 191 757 )  3
9,3664,14367,14446	9055,5391,7188,7179	214706877201 |	(3 3 3 37 599 599 599 )  3
9,3721,6627,6997	6812,185,1865,1856	6480558000 |	(2 2 2 2 3 3 5 5 5 7 19 2707 )  2
9,3743,35328,35342	35335,7,1876,1867	6602349033 |	(3 3 7 7 7 7 89 3433 )  2
9,3984,14542,14641	7325,7316,9263,5279	403214223951 |	(3 3 7 11 59 59 59 2833 )  2
9,4351,52394,52404	52399,5,2180,2171	10360231875 |	(3 3 5 5 5 5 7 29 43 211 )  2
9,4406,20911,20976	12691,8285,10460,10451	575752786875 |	(3 3 5 5 5 5 7 7 29 72031 )  2
9,5620,7502,8433	4221,4212,6561,941	207704680353 |	(3 3 3 3 3 3 3 3 3 3 3 3 29 13477 )  12
9,6442,12206,12777	6393,6384,9324,2882	550417533120 |	(2 2 2 2 2 2 3 3 3 5 7 7 7 7 13 13 157 )  3
9,6480,19198,19441	9725,9716,12839,6359	1199182972023 |	(3 3 3 347 347 347 1063 )  3
9,6582,28444,28561	14285,14276,17513,10931	2461819208121 |	(3 3 7 7 13 83 83 83 751 )  2
9,6642,19927,20170	13406,6764,9968,9959	680966215488 |	(2 2 2 2 2 2 3 3 3 13 43 89 89 89 )  3
9,7234,10748,11745	5877,5868,8991,1757	524759854239 |	(3 3 3 3 3 3 277 347 7489 )  6
9,7502,9994,11241	5625,5616,8748,1246	492337020096 |	(2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 29 13477 )  9
9,8223,38290,38416	38353,63,4116,4107	69730782849 |	(3 3 3 7 7 7 13 193 3001 )  3
9,8527,48417,48505	48461,44,4268,4259	77745051648 |	(2 2 2 2 2 2 2 2 2 2 2 3 3 11 11 11 3169 )  2
9,8688,17911,18568	13628,4940,8960,8951	598769352000 |	(2 2 2 2 2 2 3 3 5 5 5 67 124123 )  2
10,261,323,372	191,181,292,31	18967347 |	(3 3 7 37 79 103 )  2
10,291,648,667	479,188,329,319	28966617 |	(3 3 31 47 47 47 )  2
10,321,3320,3321	1821,1500,1665,1655	1240754625 |	(3 3 3 5 5 5 11 19 1759 )  3
10,723,1277,1350	680,670,1000,277	699237000 |	(2 2 2 3 3 5 5 5 7 11 1009 )  2
10,783,953,1104	557,547,868,85	490304709 |	(3 3 19 107 127 211 )  2
10,928,2153,2209	2181,28,469,459	103139757 |	(3 3 3 7 7 7 7 37 43 )  3
10,1576,4799,4855	4827,28,793,783	498655305 |	(3 3 3 5 17 31 43 163 )  3
10,1691,1965,2316	1163,1153,1828,137	4575606975 |	(3 3 3 3 5 5 31 72889 )  4
10,1985,2447,2822	1416,1406,2216,231	8102582280 |	(2 2 2 3 3 3 3 3 5 13 64123 )  5
10,2398,11969,12001	11985,16,1204,1194	1745333568 |	(2 2 2 2 2 2 3 3 3 3 11 127 241 )  4
10,2913,3896,4377	3645,732,1953,1943	7056927009 |	(3 3 3 11 19 37 73 463 )  3
10,3251,5933,6242	3126,3116,4592,1341	66574377792 |	(2 2 2 2 2 2 3 3 3 13 41 41 41 43 )  3
10,3861,19763,19812	9911,9901,11812,7951	677456679627 |	(3 3 7 7 13 61 151 12829 )  2
10,4384,22367,22423	22395,28,2197,2187	10604477421 |	(3 3 3 241 1117 1459 )  3
10,4525,15656,15781	10153,5628,7833,7823	302337245385 |	(3 3 3 3 3 5 7 7 7 7 61 1699 )  5
10,5932,10175,10807	10491,316,2971,2961	26192990115 |	(3 3 3 5 31 43 59 2467 )  3
10,6113,13304,13721	9917,3804,6657,6647	239963812929 |	(3 3 3 3 3 31 317 317 317 )  5
10,6336,7289,8625	7957,668,3173,3163	31647461085 |	(3 3 5 151 167 167 167 )  2
10,8219,9157,10978	5494,5484,8688,469	490854696768 |	(2 2 2 2 2 2 3 3 3 3 3 67 67 79 89 )  5
11,15,27,29	28,1,13,2	2196 |	(2 2 3 3 61 )  2
11,237,556,570	563,7,124,113	1906281 |	(3 3 3 13 5431 )  3
11,268,1461,1464	866,598,736,725	184841064 |	(2 2 2 3 3 23 23 23 211 )  2
11,386,4378,4379	2195,2184,2382,1996	3097921464 |	(2 2 2 3 3 3 3 3 11 277 523 )  5
11,493,534,648	591,57,252,241	15817815 |	(3 3 3 5 13 9013 )  3
11,512,1525,1544	1028,516,768,757	315596736 |	(2 2 2 2 2 2 3 3 3 3 3 7 13 223 )  5
11,607,751,865	808,57,309,298	29318436 |	(2 2 3 3 3 3 3 7 31 139 )  5
11,608,3268,3275	1643,1632,1938,1330	2932117704 |	(2 2 2 3 3 3 3 3 17 17 17 307 )  5
11,1494,3373,3468	2481,987,1692,1681	3882461085 |	(3 3 3 5 47 47 47 277 )  3
11,1783,3631,3769	3700,69,897,886	721405764 |	(2 2 3 3 3 3 3 23 23 23 61 )  5
11,2549,11728,11768	11748,20,1280,1269	2097144000 |	(2 2 2 2 2 2 3 3 3 5 5 5 7 19 73 )  3
11,2614,2710,3355	1683,1672,2662,48	14189365080 |	(2 2 2 3 3 3 5 11 11 11 9871 )  3
11,3268,17252,17291	8651,8640,10260,6992	435073032000 |	(2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 5 5 5 307 )  11
11,5579,17359,17549	17454,95,2795,2784	21833752500 |	(2 2 3 3 3 3 5 5 5 5 7 73 211 )  4
11,7882,21973,22306	15094,7212,10992,10981	952980759360 |	(2 2 2 2 2 2 3 3 3 3 3 3 5 7 223 2617 )  6
11,8962,21906,22395	11203,11192,15434,6472	2274588176616 |	(2 2 2 3 3 7 101 3541 12619 )  2
11,9804,14362,15747	7879,7868,12083,2279	1277032699755 |	(3 3 5 281 281 281 1279 )  2
12,19,53,54	33,21,36,17	37395 |	(3 3 3 5 277 )  3
12,31,102,103	67,36,57,45	138537 |	(3 3 3 7 733 )  3
12,81,136,145	113,32,74,62	372456 |	(2 2 2 3 3 7 739 )  2
12,86,159,167	163,4,49,37	117585 |	(3 3 3 5 13 67 )  3
12,238,315,355	335,20,125,113	1945125 |	(3 3 5 5 5 7 13 19 )  2
12,457,5640,5641	3049,2592,2826,2814	5154957288 |	(2 2 2 3 3 3 3 3 3 13 67993 )  6
12,496,765,829	797,32,254,242	16354296 |	(2 2 2 3 3 7 37 877 )  2
12,524,547,675	611,64,268,256	18986688 |	(2 2 2 2 2 2 3 3 7 17 277 )  2
12,613,1740,1765	1189,576,876,864	481118400 |	(2 2 2 2 2 2 3 3 3 5 5 7 37 43 )  3
12,716,913,1041	977,64,364,352	47966400 |	(2 2 2 2 2 2 3 3 5 5 3331 )  2
12,2965,8016,8149	5557,2592,4014,4002	47260096056 |	(2 2 2 3 3 3 3 3 3 67 79 1531 )  6
12,5722,12699,13075	12887,188,2867,2855	23559203691 |	(3 3 19 47 47 47 1327 )  2
12,5937,10807,11374	5693,5681,8372,2435	403449458607 |	(3 3 3 13 13 13 13 23 23 23 43 )  3
12,6281,11967,12518	6265,6253,9124,2843	515056702347 |	(3 3 3 11 29 79 756961 )  3
12,6737,7023,8672	4342,4330,6880,143	244477935000 |	(2 2 2 3 3 5 5 5 5 13 13 17 31 61 )  2
12,6737,9391,10428	5220,5208,8064,1327	383128607232 |	(2 2 2 2 2 2 2 2 2 3 3 3 7 7 7 7 7 17 97 )  3
12,6912,13535,14111	13823,288,3462,3450	41469719256 |	(2 2 2 3 3 3 7 23 23 139 373 )  3
12,7534,14903,15519	15211,308,3773,3761	53681432805 |	(3 3 3 5 7 7 7 11 11 11 13 67 )  3
13,51,104,108	106,2,32,19	32760 |	(2 2 2 3 3 5 7 13 )  2
13,65,121,127	124,3,39,26	59292 |	(2 2 3 3 3 3 3 61 )  5
13,534,7124,7125	3569,3556,3829,3295	11171788173 |	(3 3 7 7 7 7 13 39769 )  2
13,806,7626,7629	3821,3808,4216,3410	19718659584 |	(2 2 2 2 2 2 2 2 2 3 3 13 17 17 17 67 )  2
13,1019,7664,7670	7667,3,516,503	137388069 |	(3 3 3 3 3 3 7 13 19 109 )  6
13,4604,5811,6648	5626,1022,2912,2899	23625551880 |	(2 2 2 3 3 3 3 5 7 7 7 7 3037 )  4
13,4987,28730,28780	28755,25,2500,2487	15624984375 |	(3 3 3 5 5 5 5 5 5 7 11 13 37 )  3
13,8243,17524,18112	17818,294,4128,4115	70317292968 |	(2 2 2 3 3 3 3 3 3 13 71 13063 )  6
14,23,70,71	47,24,42,28	60264 |	(2 2 2 3 3 3 3 3 31 )  5
14,189,264,293	241,52,139,125	2545011 |	(3 3 7 7 29 199 )  2
14,301,771,786	400,386,536,235	96478200 |	(2 2 2 3 3 5 5 7 13 19 31 )  2
14,361,1015,1030	522,508,688,327	194564160 |	(2 2 2 2 2 2 3 3 3 5 7 3217 )  3
14,545,823,896	455,441,684,139	234247383 |	(3 3 3 3 3 3 3 3 3 3 3967 )  10
14,589,1302,1341	965,376,658,644	231732936 |	(2 2 2 3 3 31 47 47 47 )  2
14,617,8848,8849	4733,4116,4431,4417	17266162095 |	(3 3 3 3 3 5 7 7 7 13 3187 )  5
14,1986,2695,3015	2855,160,1000,986	995904000 |	(2 2 2 2 2 2 2 2 2 3 3 5 5 5 7 13 19 )  2
14,2109,2331,2804	1409,1395,2220,111	8226343125 |	(3 3 3 5 5 5 5 7 11 13 487 )  3
14,2333,2812,3269	2801,468,1413,1399	2718648765 |	(3 3 3 3 3 3 3 3 5 7 11839 )  8
14,2506,3063,3543	3303,240,1260,1246	1986552000 |	(2 2 2 2 2 2 3 3 3 5 5 5 17 541 )  3
14,5542,34357,34405	34381,24,2778,2764	21438601128 |	(2 2 2 3 3 3 3 3 3 3 7 7 17 1471 )  7
14,8143,24724,25015	16579,8436,12369,12355	1292002853553 |	(3 3 3 3 3 19 19 19 23 33703 )  5
15,42,49,58	50,8,32,17	32256 |	(2 2 2 2 2 2 2 2 2 3 3 7 )  2
15,64,297,298	181,117,156,141	2194803 |	(3 3 3 13 13 13 37 )  3
15,82,89,108	95,13,52,37	138411 |	(3 3 7 13 13 13 )  2
15,114,230,239	127,112,172,58	3683520 |	(2 2 2 2 2 2 3 3 5 1279 )  2
15,213,281,317	299,18,114,99	1475712 |	(2 2 2 2 2 2 2 3 3 3 7 61 )  3
15,276,878,887	451,436,577,301	109218177 |	(3 3 31 47 8329 )  2
15,346,1401,1408	877,531,708,693	205173621 |	(3 3 3 37 59 59 59 )  3
15,383,423,509	466,43,199,184	7801092 |	(2 2 3 3 13 79 211 )  2
15,521,1828,1842	1835,7,268,253	19248489 |	(3 3 3 13 29 31 61 )  3
15,593,1086,1142	1114,28,304,289	28072512 |	(2 2 2 2 2 2 3 3 13 23 163 )  2
15,614,745,864	739,125,380,365	52918875 |	(3 3 5 5 5 17 2767 )  2
15,651,671,833	752,81,333,318	36394596 |	(2 2 3 3 3 3 3 3 7 1783 )  6
15,706,10830,10831	5423,5408,5768,5062	33735467520 |	(2 2 2 2 2 2 2 2 2 3 3 3 5 271 1801 )  3
15,761,2364,2390	2377,13,388,373	58408875 |	(3 3 5 5 5 7 7417 )  2
15,921,1186,1348	1267,81,468,453	101971791 |	(3 3 3 3 3 3 43 3253 )  6
15,1048,1452,1615	815,800,1250,202	1441125000 |	(2 2 2 3 3 3 5 5 5 5 5 5 7 61 )  3
15,1537,3062,3186	3124,62,776,761	467050248 |	(2 2 2 3 3 7 17 19 19 151 )  2
15,1795,2651,2901	2776,125,905,890	739264500 |	(2 2 3 3 5 5 5 13 12637 )  2
15,2968,6321,6532	4750,1782,3168,3153	26135973864 |	(2 2 2 3 3 3 3 3 3 7 11 11 11 13 37 )  6
15,3121,4752,5164	4958,206,1568,1553	3846380616 |	(2 2 2 3 3 13 43 227 421 )  2
15,3313,27516,27532	27524,8,1664,1649	4607442432 |	(2 2 2 2 2 2 2 2 2 3 3 3 23 43 337 )  3
15,3336,10226,10343	5179,5164,6781,3445	174095826597 |	(3 3 7 7 11 379 94693 )  2
15,4388,11178,11399	5707,5692,7783,3395	287041583799 |	(3 3 17 31 41 1476073 )  2
15,4483,9143,9489	9316,173,2249,2234	11370266532 |	(2 2 3 3 61 173 173 173 )  2
15,5650,5913,7288	6469,819,2964,2949	25490264085 |	(3 3 3 5 11 13 13 13 13 601 )  3
15,9659,26091,26525	26308,217,4837,4822	113158985940 |	(2 2 3 3 5 7 7 7 7 11 13 1831 )  2
16,23,41,44	30,14,32,9	30024 |	(2 2 2 3 3 3 139 )  3
16,47,108,111	79,32,62,46	205560 |	(2 2 2 3 3 5 571 )  2
16,51,213,214	115,99,132,81	1329669 |	(3 3 3 11 11 11 37 )  3
16,213,675,682	349,333,444,231	50602347 |	(3 3 3 37 37 37 37 )  3
16,363,1101,1114	565,549,732,369	226754019 |	(3 3 3 37 61 61 61 )  3
16,470,657,729	693,36,243,227	14302251 |	(3 3 3 3 3 3 23 853 )  6
16,593,850,937	765,172,433,417	76094289 |	(3 3 3 29 157 619 )  3
16,801,13088,13089	6945,6144,6552,6536	49340634624 |	(2 2 2 2 2 2 2 2 2 3 3 3 17 209953 )  3
16,1101,3195,3238	1627,1611,2148,1047	5729603661 |	(3 3 3 37 179 179 179 )  3
16,1377,1991,2190	1103,1087,1684,307	3491216001 |	(3 3 7 13 31 199 691 )  2
16,2234,5505,5625	5565,60,1125,1109	1423612125 |	(3 3 3 5 5 5 13 71 457 )  3
16,2685,13187,13224	6620,6604,7936,5251	211791004992 |	(2 2 2 2 2 2 3 3 3 7 7 37 67 1009 )  3
