9566,7986,7127,1593 : 457 : 17057

9402,9277,3060,1595
10239,9277,6471,1595 : 458 : 17073

21527,21431,5102,394
21527,21431,5050,1598 : 459 : 17094

5853,5749,2189,219
5853,5749,1854,1604 : 460 : 17148

5853,5749,2040,1262
5853,5749,1854,1604 : 461 : 17148

8167,7263,5400,1606
8167,7191,5526,1606 : 462 : 17177

10981,10909,2934,852
10981,10909,2790,1608 : 463 : 17192

2909,2522,2045,286
2909,2522,1637,1612 : 464 : 17221

2855,2556,1658,1263
2855,2439,1658,1614 : 465 : 17235

5379,5323,1688,90
5427,5323,1688,1614 : 466 : 17236

2617,2208,1825,1026
2761,2208,1825,1614 : 467 : 17237

4663,4455,2242,1194
4663,4455,2062,1614 : 468 : 17238

11321,11217,3390,872
11321,11217,3284,1614 : 469 : 17239

2942,2690,1817,55
2942,2480,1817,1615 : 470 : 17243

13264,13233,2446,1191
13264,13233,2295,1618 : 471 : 17269

6803,6704,2363,706
6803,6674,2363,1636 : 472 : 17409

6870,5787,5014,1637
19336,19219,5014,1637 : 473 : 17419

20521,20512,2025,1452
20521,20512,1908,1641 : 474 : 17437

2812,2326,2103,705
2974,2326,2103,1641 : 475 : 17438

16096,16047,3334,969
16096,16047,3225,1642 : 476 : 17454

22576,22467,5494,309
22576,22467,5445,1642 : 477 : 17458

5952,5755,2669,1074
5982,5755,2669,1644 : 478 : 17474

17614,17553,3826,831
17614,17553,3735,1648 : 479 : 17508

20854,20763,4906,501
20854,20763,4845,1648 : 480 : 17512

3580,2788,2763,1461
3616,2788,2763,1653 : 481 : 17542

14025,13969,3123,1349
14025,13969,3050,1656 : 482 : 17581

6841,6150,4362,1657
7489,6150,5676,1657 : 483 : 17599

3839,3260,2686,1367
3839,3260,2588,1663 : 484 : 17639

6268,6151,2361,720
6304,6151,2361,1668 : 485 : 17675

5800,5331,3390,1669
6610,5331,5100,1669 : 486 : 17683

3429,3085,2208,578
3429,3085,1842,1676 : 487 : 17747

3265,2694,2190,1681
8062,7983,2190,1681 : 488 : 17785

3642,3359,1782,1681
4086,3359,2946,1681 : 489 : 17787

3677,3333,2309,723
3677,3196,2309,1682 : 490 : 17793

33941,33938,1853,1588
33941,33938,1774,1685 : 491 : 17811

4369,3438,3433,1320
4369,3438,3361,1686 : 492 : 17819

2648,2281,1751,1100
2804,2281,1751,1688 : 493 : 17828

2563,2267,1726,352
2563,1900,1726,1691 : 494 : 17847

3233,2804,2273,136
3233,2804,1900,1697 : 495 : 17900

6641,6530,2393,904
6641,6530,2122,1697 : 496 : 17902

4674,4398,2551,761
4674,4320,2551,1697 : 497 : 17903

18185,17928,6270,1697
18185,17684,7822,1697 : 498 : 17912

2797,2248,2190,261
2797,2248,1773,1704 : 499 : 17960

16578,16567,2081,372
16584,16567,2081,1710 : 500 : 18024

3951,3247,2976,1028
3951,3247,2820,1712 : 501 : 18043

28553,28098,10292,1713
38724,38479,10292,1713 : 502 : 18070

4497,4105,2694,1304
4497,4105,2556,1718 : 503 : 18108

16371,15599,8395,633
16377,15599,8395,1719 : 504 : 18121

4001,3644,2489,622
4001,3518,2489,1720 : 505 : 18124

9904,9861,2326,243
9904,9861,1956,1723 : 506 : 18147

3623,3200,2447,514
3623,3026,2447,1732 : 507 : 18215

3760,3264,2361,1735
5020,4764,2361,1735 : 508 : 18247

15398,15368,2729,991
15398,15362,2729,1735 : 509 : 18248

5433,5230,2577,584
5433,5230,2294,1737 : 510 : 18261

12261,10440,8894,1213
12261,10429,8894,1752 : 511 : 18393

17322,17309,2139,1240
17322,17309,1843,1758 : 512 : 18427

4530,4254,2489,823
4608,4254,2489,1759 : 513 : 18442

6943,6826,2511,930
6943,6826,2232,1767 : 514 : 18517

2766,2097,1847,1780
3954,3681,1847,1780 : 515 : 18624

55231,55168,8319,540
55231,55168,8292,1791 : 516 : 18711

12548,12524,2239,449
12560,12524,2239,1793 : 517 : 18718

4209,3676,2865,1112
4209,3676,2673,1796 : 518 : 18734

3670,3067,2724,717
3670,3067,2454,1797 : 519 : 18749

21417,21400,2721,1478
21417,21400,2594,1809 : 520 : 18822

4197,3258,3221,1810
6014,5627,3221,1810 : 521 : 18833

4735,4240,3063,1062
4735,4150,3063,1812 : 522 : 18852

5847,5706,2407,554
5847,5646,2407,1814 : 523 : 18859

16559,16434,4580,1815
16559,16059,7325,1815 : 524 : 18880

17106,17089,2232,1559
17106,17089,2063,1830 : 525 : 18979

3501,3228,2101,122
3501,3018,2101,1832 : 526 : 18993

7087,6772,3567,48
7087,6772,3396,1839 : 527 : 19046

2999,2423,2336,76
2999,2423,1868,1840 : 528 : 19056

5760,5619,2381,580
5820,5619,2381,1840 : 529 : 19057

8923,8835,2722,864
8923,8811,2722,1842 : 530 : 19071

4926,4492,2979,1349
4978,4492,2979,1845 : 531 : 19094

17659,17416,6075,252
17659,17409,6075,1855 : 532 : 19159

43521,43504,4545,1388
43521,43504,4484,1857 : 533 : 19177

7521,7417,2526,1088
7521,7417,2222,1860 : 534 : 19200

12630,10433,9556,1863
34567,34320,9556,1863 : 535 : 19236

9560,8706,5919,1865
16152,15874,5919,1865 : 536 : 19256

4749,4534,2373,812
4749,4534,1946,1869 : 537 : 19301

5284,4296,3951,1873
5608,4764,3951,1873 : 538 : 19327

9592,9552,2221,339
9592,9528,2221,1875 : 539 : 19341

4879,4074,3583,1362
4879,3990,3583,1878 : 540 : 19369

13113,12910,4689,212
13113,12910,4586,1881 : 541 : 19394

8257,7968,3721,1770
8257,7962,3721,1884 : 542 : 19415

2676,2273,1894,855
2934,2273,1894,1887 : 543 : 19426

3243,2731,2372,732
3435,2731,2372,1896 : 544 : 19486

9378,8231,6385,1896
9894,8231,7393,1896 : 545 : 19491

3732,3214,2649,575
3732,3214,2285,1899 : 546 : 19497

13126,12975,4257,202
13126,12975,4126,1905 : 547 : 19537

3873,3481,2502,632
3873,3481,2076,1910 : 548 : 19573

6067,5914,2427,1296
6067,5914,2115,1914 : 549 : 19607

42967,42958,3672,687
42967,42958,3495,1926 : 550 : 19693

6535,6372,2364,1927
6535,6360,2448,1927 : 551 : 19698

6098,5636,3545,1471
6098,5594,3545,1927 : 552 : 19702

3270,2997,2003,220
3480,2997,2003,1930 : 553 : 19730

8553,8298,3673,1682
8553,8286,3673,1934 : 554 : 19762

6707,6140,3979,1934
51006,50997,3979,1934 : 555 : 19764

27507,27499,2214,1940
27763,27499,8422,1940 : 556 : 19791

10200,8999,6876,1945
10980,8999,8376,1945 : 557 : 19849

11161,9708,7764,1945
11737,9708,8856,1945 : 558 : 19850

5692,5019,3696,1957
5728,5019,3780,1957 : 559 : 19927

14687,14624,3372,1311
14687,14624,3210,1959 : 560 : 19943

4038,3687,2489,670
4182,3687,2489,1966 : 561 : 19980

3642,3175,2513,756
3816,3175,2513,1974 : 562 : 20051

3694,3037,2814,483
3694,3037,2436,1995 : 563 : 20199

8325,7219,5853,629
8362,7219,5853,1998 : 564 : 20228

4376,4040,2609,463
4376,3872,2609,1999 : 565 : 20230

4376,3872,2609,1999
5400,5088,2609,1999 : 566 : 20231

6368,5987,3421,1532
6404,5987,3421,2000 : 567 : 20249

3804,3383,2026,2001
3942,3383,2440,2001 : 568 : 20254

11027,9746,7459,482
11027,9746,7411,2006 : 569 : 20297

5788,5545,2736,1431
5788,5545,2484,2007 : 570 : 20304

5797,4645,4556,268
5797,4645,4422,2010 : 571 : 20327

5204,4925,2768,643
5204,4925,2371,2012 : 572 : 20340

19101,18997,4830,812
19101,18997,4718,2016 : 573 : 20360

3956,3287,2966,673
3956,3287,2630,2017 : 574 : 20365

8345,8129,3442,1472
8369,8129,3442,2018 : 575 : 20373

8777,8594,3449,730
8777,8594,3208,2033 : 576 : 20488

14766,12949,10131,2036
46667,46506,10131,2036 : 577 : 20524

4516,3805,3294,1083
4516,3805,3054,2043 : 578 : 20570

30346,30328,3669,675
30346,30328,3453,2043 : 579 : 20572

9628,8496,6469,2043
12834,12242,6469,2043 : 580 : 20578

3643,3054,2707,300
3643,2712,2707,2046 : 581 : 20597

8012,7769,3567,186
8012,7769,3327,2046 : 582 : 20598

5515,4948,3459,1734
5515,4948,3363,2046 : 583 : 20599

4814,4073,3470,1303
4814,4073,3284,2047 : 584 : 20609

25087,24876,7303,1770
25087,24876,7284,2047 : 585 : 20616

3522,2909,2547,1366
3678,2909,2547,2050 : 586 : 20634

7577,7118,4073,1894
7577,7106,4073,2050 : 587 : 20636

8860,8643,3676,573
8860,8643,3453,2056 : 588 : 20673

4987,4258,3531,1410
4987,4258,3363,2064 : 589 : 20744

8412,8287,2910,1145
8412,8287,2585,2070 : 590 : 20775

23635,23563,4920,1062
23635,23563,4812,2070 : 591 : 20777

5441,4978,3062,2081
5945,4978,4268,2081 : 592 : 20835

6728,6659,2101,38
6794,6659,2101,2084 : 593 : 20859

8310,6904,6177,2087
9846,8920,6177,2087 : 594 : 20890

4475,3890,2787,2088
15115,15070,2787,2088 : 595 : 20895

30145,30129,3370,1746
30145,30129,3246,2110 : 596 : 21067

12657,10538,9465,2116
24616,24135,9465,2116 : 597 : 21128

12378,10649,8791,2118
12720,10649,9439,2118 : 598 : 21146

3544,2937,2127,2122
5767,5568,2127,2122 : 599 : 21164

8431,8314,2679,1752
8431,8314,2463,2130 : 600 : 21219

5689,5406,2953,726
5689,5298,2953,2130 : 601 : 21221

15328,15297,2791,402
15328,15297,2295,2134 : 602 : 21248

6961,6657,3226,2058
6961,6657,3190,2142 : 603 : 21302

3980,3467,2749,842
4166,3467,2749,2144 : 604 : 21313

7516,7363,2880,1149
7516,7363,2493,2148 : 605 : 21333

5125,4477,3480,1398
5125,4477,3270,2148 : 606 : 21334

3854,3247,2606,1745
3956,3247,2606,2153 : 607 : 21376

4029,3242,3013,1584
4149,3242,3013,2154 : 608 : 21391

3543,3063,2506,14
3543,2655,2506,2156 : 609 : 21412

11173,11040,3390,2173
11173,9150,8520,2173 : 610 : 21534

13435,13371,3148,1488
13435,13371,2892,2176 : 611 : 21558

10083,8846,6858,2179
10539,8846,7764,2179 : 612 : 21585

13488,13438,2987,813
13506,13438,2987,2181 : 613 : 21598

6159,5778,3119,2182
8319,8118,3119,2182 : 614 : 21610

9824,9707,2845,2186
23061,23040,2845,2186 : 615 : 21630

22462,22389,4768,1203
22462,22389,4635,2194 : 616 : 21697

28942,28809,6928,543
28942,28809,6855,2194 : 617 : 21700

43476,43471,2712,2033
43476,43471,2609,2196 : 618 : 21713

20170,19927,6642,9
20170,19927,6561,2196 : 619 : 21717

21633,21600,3529,1322
21633,21594,3529,2204 : 620 : 21769

21618,21585,3527,1324
21624,21585,3527,2206 : 621 : 21782

12001,11784,4513,540
12001,11784,4332,2209 : 622 : 21804

16473,15492,9050,2209
16473,15242,9720,2209 : 623 : 21811

6219,5683,3666,1976
6219,5683,3588,2210 : 624 : 21815

7161,7013,2247,2221
8277,7013,5955,2221 : 625 : 21886

5597,4502,4301,1654
5597,4502,4181,2224 : 626 : 21901

4155,3452,2694,2227
4923,4460,2694,2227 : 627 : 21924

15706,15675,2512,1917
15706,15675,2278,2229 : 628 : 21938

9407,9278,2903,2104
9407,9278,2831,2230 : 629 : 21953

10291,10138,3603,1038
10291,10138,3324,2235 : 630 : 21993

32554,32311,9153,36
32554,32311,9108,2241 : 631 : 22048

5463,4975,3336,1406
5463,4975,3054,2252 : 632 : 22127

17711,17684,2927,664
17711,17672,2927,2260 : 633 : 22173

12746,11177,8719,2264
23936,23537,8719,2264 : 634 : 22200

8467,8355,2734,1494
8467,8355,2298,2266 : 635 : 22212

14641,14340,5745,16
14641,14340,5625,2266 : 636 : 22217

13380,11573,9411,2278
13926,11573,10443,2278 : 637 : 22307

33052,32899,7932,381
33052,32899,7869,2280 : 638 : 22325

5878,5444,3103,2281
5878,4670,4471,2281 : 639 : 22334

13882,13837,2634,1971
13882,13837,2412,2283 : 640 : 22347

7235,6717,4229,297
7235,6717,3995,2283 : 641 : 22354

9671,8816,5919,2286
11003,8816,8595,2286 : 642 : 22387

4624,4057,3135,1086
4786,4057,3135,2292 : 643 : 22415

4099,3694,2643,102
4099,3370,2643,2298 : 644 : 22455

11926,11773,3915,1644
11944,11773,3915,2298 : 645 : 22457

12100,11821,4755,2304
13765,11821,9810,2304 : 646 : 22502

5420,5021,3163,998
5546,5021,3163,2312 : 647 : 22551

14270,14025,5279,96
14270,14004,5279,2313 : 648 : 22562

5679,4887,4000,1346
5679,4743,4000,2318 : 649 : 22593

4239,3799,2762,648
4455,3799,2762,2322 : 650 : 22624

14932,14779,4650,909
14932,14779,4461,2322 : 651 : 22625

18778,18735,3424,1737
18778,18735,3201,2326 : 652 : 22645

4519,4119,2818,282
4519,3855,2818,2328 : 653 : 22661

5568,5286,2917,467
5568,5130,2917,2339 : 654 : 22748

4164,3258,2917,2339
5568,5130,2917,2339 : 655 : 22748

16442,13940,11989,2339
18586,16732,11989,2339 : 656 : 22759

11271,11143,3588,1268
11271,11143,3284,2340 : 657 : 22760

22195,22042,6075,708
22195,22042,5958,2355 : 658 : 22868

26707,26694,3019,660
26707,26688,3019,2358 : 659 : 22888

6649,5841,4462,1800
6649,5769,4462,2358 : 660 : 22889

4317,4021,2382,1244
4509,4021,2382,2360 : 661 : 22898

6824,6593,3104,1087
6824,6593,2623,2360 : 662 : 22900

7625,7433,3140,1192
7625,7433,2692,2360 : 663 : 22901

5041,4474,3345,1038
5041,4474,2937,2364 : 664 : 22928

9120,9006,2455,2369
9150,9006,2815,2369 : 665 : 22956

25713,25681,3858,1814
25713,25681,3686,2370 : 666 : 22964

7256,7047,2657,2370
8464,7047,6241,2370 : 667 : 22965

3486,2963,2446,1197
3780,2963,2446,2373 : 668 : 22987

25738,25647,5632,1161
25738,25647,5505,2374 : 669 : 22995

29626,29499,6928,765
29626,29499,6837,2374 : 670 : 22997

9612,9277,4331,2034
9630,9277,4331,2376 : 671 : 23011

9084,8994,2801,439
9138,8994,2801,2383 : 672 : 23057

11304,11086,4223,1881
11322,11086,4223,2385 : 673 : 23078

10328,10142,3821,1387
10328,10106,3821,2395 : 674 : 23140

24757,24712,4269,1686
24757,24712,4098,2397 : 675 : 23158

3677,3060,2426,1893
3677,2781,2426,2406 : 676 : 23213

9679,9462,3847,1392
9679,9420,3847,2406 : 677 : 23216

5275,4699,3504,108
5275,4699,3072,2412 : 678 : 23266

5370,5088,2843,541
5526,5088,2843,2413 : 679 : 23272

16130,16109,2539,128
16148,16109,2539,2414 : 680 : 23280

16152,16057,4103,1692
16164,16057,4103,2424 : 681 : 23345

10074,9949,3060,2075
10074,9949,2850,2435 : 682 : 23434

24580,24561,3252,271
24580,24561,2710,2439 : 683 : 23470

11863,11530,5151,216
11863,11530,4962,2439 : 684 : 23475

4286,3473,3326,367
4286,3473,2804,2455 : 685 : 23590

11132,11021,3371,1366
11132,11021,2962,2459 : 686 : 23623

3748,3343,2481,264
4072,3343,2481,2460 : 687 : 23628

8290,8191,2721,282
8362,8191,2721,2466 : 688 : 23673

15753,15441,5968,2474
15753,13854,10729,2474 : 689 : 23731

6480,6114,3499,893
6480,5982,3499,2477 : 690 : 23755

11933,11606,5141,280
11933,11606,4942,2477 : 691 : 23756

7017,6554,3652,2481
8241,6554,6406,2481 : 692 : 23786

6980,6511,3977,1046
6980,6511,3650,2489 : 693 : 23831

31516,31497,3616,2103
31516,31497,3447,2500 : 694 : 23904

5380,4651,3768,1173
5380,4651,3396,2517 : 695 : 24018

5107,4467,3532,108
5107,4467,3036,2524 : 696 : 24069

6835,6547,3282,1494
6835,6547,2826,2526 : 697 : 24081

13073,12881,4580,976
13073,12881,4324,2528 : 698 : 24100

5156,4307,3830,997
5156,4307,3446,2533 : 699 : 24149

17244,17088,4955,2533
35752,35716,4955,2533 : 700 : 24154

5319,4527,3776,1570
5463,4527,3776,2542 : 701 : 24205

5982,5440,3321,2543
9950,9768,3321,2543 : 702 : 24212

26233,26214,3049,2214
26233,26214,2832,2545 : 703 : 24224

5470,4597,4014,1227
5470,4597,3684,2547 : 704 : 24238

6484,5503,4614,1977
6484,5503,4470,2553 : 705 : 24282

6134,5195,4406,1717
6134,5195,4196,2557 : 706 : 24307

14325,11980,10677,1448
14325,11948,10677,2560 : 707 : 24338

6270,5904,3413,979
6402,5904,3413,2563 : 708 : 24345

7341,6709,4314,2372
7341,6709,4248,2570 : 709 : 24408

7255,7008,3295,1242
7255,7008,2742,2575 : 710 : 24435

8363,7077,6131,147
8363,6960,6131,2586 : 711 : 24505

5109,4381,3656,738
5109,4381,3170,2592 : 712 : 24537

4971,4435,3282,632
4971,4435,2628,2594 : 713 : 24553

16584,14348,11671,2601
33114,32618,11671,2601 : 714 : 24621

21202,21153,3886,1935
21202,21153,3639,2608 : 715 : 24659

25409,25178,7625,328
25409,25178,7522,2609 : 716 : 24671

15090,14934,4441,2615
15697,15553,4441,2615 : 717 : 24711

4203,3624,2987,100
4203,3088,2987,2628 : 718 : 24793

8121,7218,5209,2630
13945,13666,5209,2630 : 719 : 24811

5608,5049,3592,1095
5608,5049,3088,2631 : 720 : 24821

5846,5468,3295,809
6014,5468,3295,2633 : 721 : 24831

27128,27107,3260,2269
27128,27107,3037,2636 : 722 : 24852

9190,9019,3294,1893
9190,9019,2892,2637 : 723 : 24858

5588,4764,3635,2637
12140,11988,3635,2637 : 724 : 24860

13093,12706,5781,90
13093,12706,5592,2637 : 725 : 24866

4895,4295,3362,388
4895,3935,3362,2638 : 726 : 24873

24256,24189,4834,1707
24256,24189,4635,2638 : 727 : 24876

38512,38313,9586,255
38512,38313,9519,2638 : 728 : 24878

10232,10058,3739,1133
10286,10058,3739,2645 : 729 : 24921

12489,12249,4678,1982
12489,12225,4678,2648 : 730 : 24942

27514,27423,5878,1425
27514,27423,5721,2656 : 731 : 24998

34642,34485,8254,699
34642,34485,8163,2656 : 732 : 25002

27669,27605,5256,1132
27669,27605,5038,2658 : 733 : 25018

4820,4057,3254,2207
4934,4057,3254,2663 : 734 : 25058

4895,4418,3143,196
4895,4064,3143,2674 : 735 : 25130

12652,12508,4041,1335
12652,12472,4041,2679 : 736 : 25152

12393,12153,4646,2014
12417,12153,4646,2680 : 737 : 25166

22031,21914,5314,2687
29975,29912,5314,2687 : 738 : 25205

5513,4544,4169,1084
5513,4544,3785,2692 : 739 : 25237

12580,12436,4023,1353
12616,12436,4023,2697 : 740 : 25269

12696,12487,4302,2705
15294,15151,4302,2705 : 741 : 25308

12696,12487,4302,2705
13796,12487,8702,2705 : 742 : 25316

15515,14979,7074,2708
28709,28557,7074,2708 : 743 : 25340

15795,15686,4188,1963
15795,15686,3939,2710 : 744 : 25349

7752,7219,4373,1818
7830,7219,4373,2724 : 745 : 25442

7032,5959,4913,2598
7050,5959,4913,2724 : 746 : 25443

10645,9378,7122,2725
11005,9378,7872,2725 : 747 : 25461

4086,3473,2854,1455
4404,3473,2854,2727 : 748 : 25473

31719,31624,6567,1388
31719,31624,6428,2727 : 749 : 25476

31719,31624,6428,2727
31719,31280,10876,2727 : 750 : 25480

4304,3415,3368,1193
4616,3415,3368,2729 : 751 : 25489

9449,9257,3670,986
9521,9257,3670,2732 : 752 : 25506

33288,33274,3581,843
33294,33274,3581,2739 : 753 : 25541

4488,3985,2999,522
4806,3985,2999,2748 : 754 : 25587

7654,6963,4482,2749
8266,6963,5910,2749 : 755 : 25600

28021,27972,4554,2749
28021,27258,12000,2749 : 756 : 25606

29594,29558,4471,1721
29600,29558,4471,2753 : 757 : 25629

15723,15619,4190,1452
15747,15619,4190,2754 : 758 : 25634

20065,19993,4035,2757
20295,19993,7025,2757 : 759 : 25652

7386,6960,4009,1103
7386,6822,4009,2759 : 760 : 25666

12317,12197,3644,1786
12317,12197,3208,2762 : 761 : 25682

9773,9248,5093,2182
9773,9206,5093,2764 : 762 : 25699

4929,4036,3777,500
4929,4036,3201,2768 : 763 : 25722

8793,8625,3364,542
8793,8529,3364,2774 : 764 : 25753

7717,7437,3586,1284
7717,7437,2994,2776 : 765 : 25767

5819,5051,4052,1180
5819,5051,3596,2788 : 766 : 25838

24723,24270,9259,2792
25185,24270,11833,2792 : 767 : 25881

5494,4567,4116,945
5494,4567,3654,2793 : 768 : 25884

15637,15573,3244,2328
15637,15573,2920,2796 : 769 : 25904

17569,16540,9569,2800
18488,17567,9569,2800 : 770 : 25944

24342,24312,3743,937
24354,24312,3743,2809 : 771 : 25995

7606,6463,5364,2505
7606,6463,5286,2817 : 772 : 26054

6854,5807,4916,1945
6854,5807,4694,2833 : 773 : 26158

18839,17879,9872,2068
18839,17879,9824,2836 : 774 : 26178

5961,5377,3804,1094
5961,5377,3222,2840 : 775 : 26197

6967,6135,4636,1968
6967,6135,4384,2844 : 776 : 26220

7664,7331,3716,1693
7664,7331,3212,2845 : 777 : 26225

9081,8497,5111,1233
9166,8497,5111,2848 : 778 : 26237

5223,4519,3684,584
5223,4519,3000,2852 : 779 : 26253

17309,17189,4682,1648
17309,17189,4378,2852 : 780 : 26256

7914,6666,5713,2351
7914,6588,5713,2855 : 781 : 26282

5028,4411,3437,882
5310,4411,3437,2856 : 782 : 26289

7152,6726,3911,1201
7290,6726,3911,2857 : 783 : 26295

12053,11816,4637,1162
12053,11816,4270,2861 : 784 : 26320

3954,3177,2927,1672
4322,3177,2927,2868 : 785 : 26368

5555,4964,3659,478
5555,4622,3659,2872 : 786 : 26392

7495,7338,2959,24
7495,7188,2959,2874 : 787 : 26404

5793,5388,3361,284
5793,5100,3361,2876 : 788 : 26413

6931,6291,4348,1212
6931,6099,4348,2880 : 789 : 26435

16164,16032,4601,1735
16188,16032,4601,2887 : 790 : 26472

8533,7957,4620,2664
8533,7957,4536,2892 : 791 : 26510

46780,46717,7416,1731
46780,46717,7299,2892 : 792 : 26512

8417,8273,3110,166
8417,8153,3110,2896 : 793 : 26530

5620,4684,4203,789
5620,4288,4203,2901 : 794 : 26567

5021,4048,3797,1766
5261,4048,3797,2906 : 795 : 26597

13933,13710,4933,1980
13933,13680,4933,2910 : 796 : 26631

4404,3743,3070,1593
4734,3743,3070,2913 : 797 : 26644

15643,15571,3462,2232
15643,15571,3030,2916 : 798 : 26678

7219,5995,5328,2118
7219,5995,5142,2916 : 799 : 26680

6660,6083,3570,2917
7230,6083,5040,2917 : 800 : 26690

13815,13679,3727,2937
16734,13679,12808,2937 : 801 : 26837

26417,26297,6272,1498
26417,26297,6076,2954 : 802 : 26931

4633,3841,3474,948
4993,3841,3474,2958 : 803 : 26956

21926,21902,3257,295
21926,21884,3257,2959 : 804 : 26963

8816,8351,4682,553
8816,8351,4249,2966 : 805 : 27005

9764,9368,4709,1627
9764,9284,4709,2971 : 806 : 27032

8495,7623,5502,1520
8599,7623,5502,2974 : 807 : 27062

10033,9924,3193,186
10033,9834,3193,2976 : 808 : 27067

31263,31207,5370,2084
31263,31207,5162,2976 : 809 : 27069

15261,14632,7338,2981
15845,14632,9356,2981 : 810 : 27101

5180,4074,3551,2985
9590,9324,3551,2985 : 811 : 27121

12451,12280,3867,2742
12451,12280,3723,2994 : 812 : 27186

14278,14107,4632,1581
14278,14107,4245,2994 : 813 : 27188

7027,5632,5451,1854
7027,5632,5211,2994 : 814 : 27191

28073,27761,9002,112
28073,27761,8890,2996 : 815 : 27210

4896,4378,3155,1269
5220,4378,3155,2997 : 816 : 27212

9255,8644,5055,2606
9292,8644,5055,3009 : 817 : 27282

7179,6458,4182,3019
7491,6458,4980,3019 : 818 : 27339

17158,17077,3630,2859
17158,17077,3516,3027 : 819 : 27395

7699,7272,3532,3027
7699,6906,4630,3027 : 820 : 27399

9147,8318,5452,3027
9939,8318,7234,3027 : 821 : 27402

5312,4457,3944,151
5312,4457,3223,3032 : 822 : 27421

24729,24681,3914,3034
24729,24126,10169,3034 : 823 : 27434

5781,5149,3834,692
5781,5149,3050,3048 : 824 : 27511

5412,4805,3606,883
5412,4367,3606,3049 : 825 : 27524

7728,7476,3347,1837
7728,7341,3347,3052 : 826 : 27544

9001,8742,3817,1770
9001,8742,3169,3084 : 827 : 27749

11694,11539,3798,1997
11694,11539,3221,3084 : 828 : 27750

6959,6135,4250,3084
6959,5420,5295,3084 : 829 : 27757

17815,17668,5015,2332
17815,17668,4783,3086 : 830 : 27770

5506,5146,3129,231
5812,5146,3129,3087 : 831 : 27773

19675,19504,5787,1452
19675,19504,5508,3099 : 832 : 27843

9784,9666,3223,81
9784,9558,3223,3105 : 833 : 27871

21664,21621,3502,2595
21664,21621,3123,3106 : 834 : 27882

26101,25821,8272,498
26101,25821,8124,3106 : 835 : 27887

6208,5722,3729,375
6208,5398,3729,3111 : 836 : 27910

16413,16189,5610,1262
16413,16189,5294,3114 : 837 : 27936

19336,19219,5014,1637
19336,19219,4644,3117 : 838 : 27948

18495,16838,11503,3126
55423,55254,11503,3126 : 839 : 28019

9073,7921,6150,2586
9073,7849,6150,3132 : 840 : 28057

6875,6038,4691,1168
6875,5756,4691,3142 : 841 : 28117

39955,39784,9339,978
39955,39784,9222,3147 : 842 : 28144

11521,11350,3897,1992
11521,11350,3294,3153 : 843 : 28183

8348,7981,4187,122
8348,7981,3476,3155 : 844 : 28200

17870,17639,5833,2714
17882,17639,5833,3158 : 845 : 28223

6510,5698,4427,1605
6720,5698,4427,3165 : 846 : 28262

8873,8210,5009,2692
8873,8210,4841,3166 : 847 : 28267

27910,27739,7338,1269
27910,27739,7149,3168 : 848 : 28283

5294,4483,3620,2213
5534,4483,3620,3173 : 849 : 28306

10110,9456,5611,2237
10110,9378,5611,3173 : 850 : 28311

6961,6025,4884,1278
6961,5737,4884,3174 : 851 : 28320

5777,4708,4241,2300
5969,4708,4241,3176 : 852 : 28335

27142,27075,5146,2253
27142,27075,4869,3184 : 853 : 28385

11958,11425,6024,167
11958,11425,5711,3186 : 854 : 28394

7446,6198,5375,2689
7524,6198,5375,3193 : 855 : 28435

8894,8519,4370,1225
8894,8519,3745,3200 : 856 : 28476

9988,9729,4138,1671
9988,9729,3495,3202 : 857 : 28489

29104,29025,5758,2103
29104,29025,5511,3202 : 858 : 28492

7388,6781,3884,3203
8132,6781,5780,3203 : 859 : 28503

8370,8019,3356,3205
17100,17019,3356,3205 : 860 : 28523

8261,7688,4244,3205
9725,7688,7562,3205 : 861 : 28532

16810,16729,3840,2271
16810,16729,3282,3207 : 862 : 28540

19028,18890,5207,1969
19028,18866,5207,3217 : 863 : 28612

15786,14883,8605,314
15786,14883,8452,3221 : 864 : 28642

33232,33123,7078,1749
33232,33123,6885,3226 : 865 : 28668

42304,42111,10102,825
42304,42111,9993,3226 : 866 : 28669

5894,4957,3974,2723
6020,4957,3974,3227 : 867 : 28672

35398,35271,7786,1545
35398,35271,7617,3232 : 868 : 28709

39934,39765,9298,1083
39934,39765,9171,3232 : 869 : 28710

8208,7522,4529,3255
9079,7522,6606,3255 : 870 : 28836

6288,5531,3550,3261
6354,5531,3748,3261 : 871 : 28874

10026,9454,5333,2235
10104,9454,5333,3267 : 872 : 28905

9967,9378,5143,3084
