3333,3028,1994,1101 : 335 : 12704

2556,2220,1777,527
2556,2136,1777,1103 : 336 : 12724

13678,13461,4912,1107
21000,20909,4912,1107 : 337 : 12759

1623,1152,1112,1111
10090,10081,1112,1111 : 338 : 12778

4081,3378,3073,738
4081,3349,3073,1115 : 339 : 12818

3582,3349,1914,1115
4081,3349,3073,1115 : 340 : 12818

3727,3655,1368,726
3727,3655,1158,1116 : 341 : 12829

14130,13422,7379,1117
15229,13422,10362,1117 : 342 : 12851

1854,1473,1204,1127
3144,3033,1204,1127 : 343 : 12932

5522,5414,2065,959
5528,5414,2065,1127 : 344 : 12934

2862,2706,1531,341
2862,2640,1531,1133 : 345 : 12987

2036,1655,1574,193
2036,1655,1334,1153 : 346 : 13163

2760,2519,1513,1164
2988,2519,2089,1164 : 347 : 13241

8464,8347,2916,165
8464,8347,2853,1164 : 348 : 13244

2766,2610,1493,379
2832,2610,1493,1171 : 349 : 13303

8301,8053,3674,540
8308,8053,3674,1171 : 350 : 13309

2230,1843,1686,333
2230,1843,1476,1173 : 351 : 13321

14381,14373,1574,1020
14381,14372,1574,1189 : 352 : 13447

2816,2438,1927,881
2858,2438,1927,1193 : 353 : 13489

2654,2237,1934,643
2654,2237,1796,1195 : 354 : 13512

2388,2052,1679,625
2472,2052,1679,1201 : 355 : 13563

12423,10466,9162,1207
12879,10466,9960,1207 : 356 : 13625

5175,5076,1951,722
5175,5058,1951,1208 : 357 : 13629

16866,16529,6543,1210
17737,16529,10204,1210 : 358 : 13646

4785,4274,3097,1212
7705,7524,3097,1212 : 359 : 13656

6587,6524,1851,1212
6587,6195,3590,1212 : 360 : 13657

51809,51794,4937,748
51809,51794,4918,1217 : 361 : 13714

2550,2129,1719,1228
2745,2129,2094,1228 : 362 : 13812

9486,9291,3677,1228
11272,9291,8565,1228 : 363 : 13819

44825,44768,7001,148
44825,44768,6988,1241 : 364 : 13957

4194,3937,2255,1086
4206,3937,2255,1242 : 365 : 13961

25307,25064,7731,702
25307,25064,7722,1251 : 366 : 14045

3300,3128,1497,1255
5872,5820,1497,1255 : 367 : 14079

14072,14057,1994,991
14072,14057,1903,1262 : 368 : 14135

5853,5749,2189,219
5853,5749,2040,1262 : 369 : 14137

9375,8863,5024,984
9375,8863,5010,1262 : 370 : 14142

7465,7377,2434,492
7465,7377,2322,1264 : 371 : 14168

2487,2143,1650,1016
2487,2143,1520,1266 : 372 : 14178

2418,2147,1300,1269
2496,2147,1534,1269 : 373 : 14202

13137,11048,9714,1273
13569,11048,10470,1273 : 374 : 14238

1927,1479,1368,1108
1991,1479,1368,1280 : 375 : 14288

13765,13677,3676,306
13765,13677,3624,1282 : 376 : 14306

10614,10093,5490,1283
12261,10093,9333,1283 : 377 : 14321

20897,20882,2657,958
20897,20882,2596,1289 : 378 : 14373

9561,8545,6282,1292
10467,9643,6282,1292 : 379 : 14410

5172,5107,1602,1013
5172,5107,1434,1301 : 380 : 14484

2571,2227,1812,50
2571,2227,1544,1314 : 381 : 14594

3736,3357,2292,1315
3916,3357,2712,1315 : 382 : 14608

3334,2991,2001,1318
3460,2991,2313,1318 : 383 : 14640

4369,3481,3433,911
4369,3438,3433,1320 : 384 : 14660

8402,7339,5804,1325
9032,7339,6974,1325 : 385 : 14706

2759,2206,2039,1214
2783,2206,2039,1328 : 386 : 14724

2519,2242,1655,566
2628,2242,1655,1329 : 387 : 14727

12652,12508,4041,1335
12652,10321,9738,1335 : 388 : 14785

4731,4652,1683,766
4731,4622,1683,1336 : 389 : 14787

4805,4652,2141,766
4805,4622,2141,1336 : 390 : 14788

4731,4622,1683,1336
4805,4622,2141,1336 : 391 : 14788

10616,10589,2059,722
10622,10589,2059,1340 : 392 : 14813

6840,6548,3327,1345
7257,6548,4626,1345 : 393 : 14869

51567,51559,3972,1046
51567,51559,3944,1350 : 394 : 14927

9526,9507,1552,1125
9526,9507,1389,1354 : 395 : 14959

3963,3222,2974,1355
4206,3573,2974,1355 : 396 : 14974

53047,53038,4215,1026
53047,53038,4188,1359 : 397 : 15017

2833,2446,2001,450
2833,2302,2001,1362 : 398 : 15050

2833,2428,2001,744
2833,2302,2001,1362 : 399 : 15050

5827,5710,2259,534
5827,5710,2088,1371 : 400 : 15141

6499,6328,2763,210
6499,6328,2646,1371 : 401 : 15143

5812,5686,2271,921
5830,5686,2271,1377 : 402 : 15201

4005,3596,2472,1381
4197,3596,2916,1381 : 403 : 15232

3646,3097,2580,1167
3646,3097,2526,1383 : 404 : 15254

3134,2645,2276,787
3134,2645,2126,1387 : 405 : 15295

8667,8646,1675,278
8667,8634,1675,1394 : 406 : 15350

2915,2582,1691,1396
10962,10941,1691,1396 : 407 : 15374

9668,9545,3152,1399
9816,9545,4188,1399 : 408 : 15407

13894,13851,2896,813
13894,13851,2805,1402 : 409 : 15435

19078,18987,4624,285
19078,18987,4581,1402 : 410 : 15437

6340,6306,1597,171
6340,6282,1597,1419 : 411 : 15572

3868,3076,2997,1227
3868,3040,2997,1419 : 412 : 15575

48985,48921,7720,204
48985,48921,7704,1420 : 413 : 15591

3332,3236,1459,77
3416,3236,1459,1421 : 414 : 15594

2713,2430,1777,204
2713,2256,1777,1422 : 415 : 15596

8053,7909,3018,306
8053,7909,2910,1422 : 416 : 15598

4028,3715,2237,1424
4532,3715,3389,1424 : 417 : 15615

4090,3873,2074,1119
4090,3873,1948,1431 : 418 : 15673

3063,2767,1944,590
3063,2767,1662,1436 : 419 : 15716

3659,3186,2547,500
3659,3090,2547,1436 : 420 : 15719

19532,19511,2840,1033
19532,19511,2761,1436 : 421 : 15721

12814,12804,1699,261
12814,12798,1699,1437 : 422 : 15728

3305,2888,2273,646
3305,2774,2273,1444 : 423 : 15780

5465,5273,2498,1006
5465,5249,2498,1444 : 424 : 15781

7809,7466,3849,1444
21594,21551,3849,1444 : 425 : 15786

12543,11100,8447,1444
24790,24457,8447,1444 : 426 : 15792

4454,4265,2204,415
4454,4265,1975,1454 : 427 : 15873

5675,5507,2504,382
5675,5507,2332,1454 : 428 : 15874

3765,3582,1621,1466
6293,6230,1621,1466 : 429 : 15990

3082,2596,2265,543
3082,2434,2265,1479 : 430 : 16107

10450,10369,2964,663
10450,10369,2847,1482 : 431 : 16146

2608,2221,1875,576
2752,2221,1875,1488 : 432 : 16199

6459,6379,2126,654
6483,6379,2126,1488 : 433 : 16200

4089,3945,1906,362
4089,3873,1906,1496 : 434 : 16263

7103,6920,2999,262
7103,6920,2866,1511 : 435 : 16369

3218,3089,1567,110
3326,3089,1567,1514 : 436 : 16388

4307,3866,2675,1438
4307,3866,2651,1516 : 437 : 16406

2426,2165,1603,224
2612,2165,1603,1526 : 438 : 16484

3993,3849,1874,394
4065,3849,1874,1528 : 439 : 16501

2394,1973,1771,786
2562,1973,1771,1530 : 440 : 16519

8521,7188,6246,1537
10929,10190,6246,1537 : 441 : 16597

7199,7103,2426,766
7199,7103,2230,1538 : 442 : 16602

3144,2531,2230,1557
16158,16139,2230,1557 : 443 : 16755

2928,2473,2148,407
2928,2473,1836,1559 : 444 : 16768

5112,4263,3740,1561
18144,18087,3740,1561 : 445 : 16778

11558,11369,4208,31
11558,11369,4135,1562 : 446 : 16784

6903,5850,4999,1562
11232,10881,4999,1562 : 447 : 16787

7414,6687,4713,1564
8350,6687,6537,1564 : 448 : 16806

3833,3713,1724,106
3833,3617,1724,1570 : 449 : 16846

6521,6010,3896,1025
6521,6010,3833,1574 : 450 : 16885

4922,4181,3482,1579
7643,7370,3482,1579 : 451 : 16924

9585,9468,3032,1585
13014,12951,3032,1585 : 452 : 16976

9585,9468,3032,1585
34353,34344,3032,1585 : 453 : 16977

13014,12951,3032,1585
34353,34344,3032,1585 : 454 : 16977

5172,4990,2381,843
5214,4990,2381,1587 : 455 : 16995

4968,4906,1655,81
5022,4906,1655,1593 : 456 : 17048

9566,7992,7127,1425
