1,3
2,15
3,76
4,87
5,126
6,210
7,286
8,304
9,310
10,359
11,370
12,434
13,436
14,447
15,451
16,605
17,726
18,869
19,967
20,1064
21,1132
22,1212
23,1266
24,1270
25,1300
26,1339
27,1437
28,1447
29,1452
30,1463
31,1477
32,1502
33,1537
34,1548
35,1623
36,1701
37,1737
38,1784
39,1954
40,1992
41,2072
42,2097
43,2160
44,2186
45,2195
46,2209
47,2230
48,2237
49,2392
50,2418
51,2544
52,2574
53,2575
54,2575
55,2606
56,2737
57,2814
58,2840
59,2898
60,2901
61,3123
62,3165
63,3202
64,3254
65,3264
66,3269
67,3298
68,3330
69,3363
70,3374
71,3460
72,3591
73,3608
74,3613
75,3628
76,3684
77,3685
78,3745
79,3766
80,3880
81,3901
82,3953
83,3997
84,4051
85,4103
86,4176
87,4186
88,4204
89,4210
90,4282
91,4453
92,4521
93,4539
94,4580
95,4616
96,4644
97,4657
98,4677
99,4697
100,4698
101,4727
102,4765
103,4773
104,4773
105,4836
106,4882
107,4908
108,4963
109,5068
110,5120
111,5191
112,5206
113,5209
114,5231
115,5248
116,5277
117,5280
118,5286
119,5303
120,5448
121,5462
122,5465
123,5510
124,5529
125,5551
126,5564
127,5567
128,5601
129,5667
130,5710
131,5712
132,5765
133,5935
134,5982
135,5996
136,6006
137,6054
138,6056
139,6137
140,6187
141,6240
142,6255
143,6296
144,6324
145,6345
146,6401
147,6430
148,6522
149,6530
150,6533
151,6596
152,6606
153,6641
154,6698
155,6715
156,6776
157,6801
158,6816
159,6887
160,6890
161,6926
162,6927
163,6984
164,6986
165,6987
166,7037
167,7106
168,7164
169,7177
170,7183
171,7214
172,7245
173,7262
174,7365
175,7398
176,7400
177,7468
178,7562
179,7589
180,7605
181,7620
182,7693
183,7725
184,7810
185,7821
186,7842
187,7881
188,7930
189,7943
190,7969
191,7969
192,7977
193,8005
194,8010
195,8063
196,8077
197,8090
198,8095
199,8140
200,8141
201,8144
202,8207
203,8304
204,8353
205,8385
206,8478
207,8532
208,8533
209,8538
210,8540
211,8566
212,8593
213,8633
214,8640
215,8642
216,8652
217,8864
218,8873
219,8884
220,8886
221,8901
222,8902
223,8902
224,8996
225,9004
226,9017
227,9079
228,9080
229,9082
230,9156
231,9194
232,9195
233,9245
234,9279
235,9320
236,9332
237,9347
238,9413
239,9474
240,9569
241,9670
242,9682
243,9720
244,10048
245,10071
246,10080
247,10090
248,10137
249,10142
250,10156
251,10168
252,10186
253,10200
254,10278
255,10306
256,10384
257,10412
258,10437
259,10439
260,10448
261,10502
262,10554
263,10569
264,10594
265,10604
266,10649
267,10650
268,10700
269,10740
270,10770
271,10778
272,10791
273,10804
274,10822
275,10824
276,10895
277,10913
278,10926
279,10942
280,10997
281,11009
282,11036
283,11038
284,11067
285,11113
286,11148
287,11150
288,11176
289,11210
290,11229
291,11270
292,11436
293,11500
294,11505
295,11586
296,11647
297,11658
298,11704
299,11735
300,11736
301,11743
302,11750
303,11758
304,11766
305,11835
306,11837
307,11842
308,11872
309,11879
310,11901
311,11941
312,11975
313,12118
314,12142
315,12168
316,12232
317,12237
318,12273
319,12303
320,12313
321,12324
322,12391
323,12422
324,12425
325,12450
326,12450
327,12482
328,12488
329,12507
330,12560
331,12591
332,12617
333,12637
334,12651
335,12704
336,12724
337,12759
338,12778
339,12818
340,12818
341,12829
342,12851
343,12932
344,12934
345,12987
346,13163
347,13241
348,13244
349,13303
350,13309
351,13321
352,13447
353,13489
354,13512
355,13563
356,13625
357,13629
358,13646
359,13656
360,13657
361,13714
362,13812
363,13819
364,13957
365,13961
366,14045
367,14079
368,14135
369,14137
370,14142
371,14168
372,14178
373,14202
374,14238
375,14288
376,14306
377,14321
378,14373
379,14410
380,14484
381,14594
382,14608
383,14640
384,14660
385,14706
386,14724
387,14727
388,14785
389,14787
390,14788
391,14788
392,14813
393,14869
394,14927
395,14959
396,14974
397,15017
398,15050
399,15050
400,15141
401,15143
402,15201
403,15232
404,15254
405,15295
406,15350
407,15374
408,15407
409,15435
410,15437
411,15572
412,15575
413,15591
414,15594
415,15596
416,15598
417,15615
418,15673
419,15716
420,15719
421,15721
422,15728
423,15780
424,15781
425,15786
426,15792
427,15873
428,15874
429,15990
430,16107
431,16146
432,16199
433,16200
434,16263
435,16369
436,16388
437,16406
438,16484
439,16501
440,16519
441,16597
442,16602
443,16755
444,16768
445,16778
446,16784
447,16787
448,16806
449,16846
450,16885
451,16924
452,16976
453,16977
454,16977
455,16995
456,17048
457,17057
458,17073
459,17094
460,17148
461,17148
462,17177
463,17192
464,17221
465,17235
466,17236
467,17237
468,17238
469,17239
470,17243
471,17269
472,17409
473,17419
474,17437
475,17438
476,17454
477,17458
478,17474
479,17508
480,17512
481,17542
482,17581
483,17599
484,17639
485,17675
486,17683
487,17747
488,17785
489,17787
490,17793
491,17811
492,17819
493,17828
494,17847
495,17900
496,17902
497,17903
498,17912
499,17960
500,18024
501,18043
502,18070
503,18108
504,18121
505,18124
506,18147
507,18215
508,18247
509,18248
510,18261
511,18393
512,18427
513,18442
514,18517
515,18624
516,18711
517,18718
518,18734
519,18749
520,18822
521,18833
522,18852
523,18859
524,18880
525,18979
526,18993
527,19046
528,19056
529,19057
530,19071
531,19094
532,19159
533,19177
534,19200
535,19236
536,19256
537,19301
538,19327
539,19341
540,19369
541,19394
542,19415
543,19426
544,19486
545,19491
546,19497
547,19537
548,19573
549,19607
550,19693
551,19698
552,19702
553,19730
554,19762
555,19764
556,19791
557,19849
558,19850
559,19927
560,19943
561,19980
562,20051
563,20199
564,20228
565,20230
566,20231
567,20249
568,20254
569,20297
570,20304
571,20327
572,20340
573,20360
574,20365
575,20373
576,20488
577,20524
578,20570
579,20572
580,20578
581,20597
582,20598
583,20599
584,20609
585,20616
586,20634
587,20636
588,20673
589,20744
590,20775
591,20777
592,20835
593,20859
594,20890
595,20895
596,21067
597,21128
598,21146
599,21164
600,21219
601,21221
602,21248
603,21302
604,21313
605,21333
606,21334
607,21376
608,21391
609,21412
610,21534
611,21558
612,21585
613,21598
614,21610
615,21630
616,21697
617,21700
618,21713
619,21717
620,21769
621,21782
622,21804
623,21811
624,21815
625,21886
626,21901
627,21924
628,21938
629,21953
630,21993
631,22048
632,22127
633,22173
634,22200
635,22212
636,22217
637,22307
638,22325
639,22334
640,22347
641,22354
642,22387
643,22415
644,22455
645,22457
646,22502
647,22551
648,22562
649,22593
650,22624
651,22625
652,22645
653,22661
654,22748
655,22748
656,22759
657,22760
658,22868
659,22888
660,22889
661,22898
662,22900
663,22901
664,22928
665,22956
666,22964
667,22965
668,22987
669,22995
670,22997
671,23011
672,23057
673,23078
674,23140
675,23158
676,23213
677,23216
678,23266
679,23272
680,23280
681,23345
682,23434
683,23470
684,23475
685,23590
686,23623
687,23628
688,23673
689,23731
690,23755
691,23756
692,23786
693,23831
694,23904
695,24018
696,24069
697,24081
698,24100
699,24149
700,24154
701,24205
702,24212
703,24224
704,24238
705,24282
706,24307
707,24338
708,24345
709,24408
710,24435
711,24505
712,24537
713,24553
714,24621
715,24659
716,24671
717,24711
718,24793
719,24811
720,24821
721,24831
722,24852
723,24858
724,24860
725,24866
726,24873
727,24876
728,24878
729,24921
730,24942
731,24998
732,25002
733,25018
734,25058
735,25130
736,25152
737,25166
738,25205
739,25237
740,25269
741,25308
742,25316
743,25340
744,25349
745,25442
746,25443
747,25461
748,25473
749,25476
750,25480
751,25489
752,25506
753,25541
754,25587
755,25600
756,25606
757,25629
758,25634
759,25652
760,25666
761,25682
762,25699
763,25722
764,25753
765,25767
766,25838
767,25881
768,25884
769,25904
770,25944
771,25995
772,26054
773,26158
774,26178
775,26197
776,26220
777,26225
778,26237
779,26253
780,26256
781,26282
782,26289
783,26295
784,26320
785,26368
786,26392
787,26404
788,26413
789,26435
790,26472
791,26510
792,26512
793,26530
794,26567
795,26597
796,26631
797,26644
798,26678
799,26680
800,26690
801,26837
802,26931
803,26956
804,26963
805,27005
806,27032
807,27062
808,27067
809,27069
810,27101
811,27121
812,27186
813,27188
814,27191
815,27210
816,27212
817,27282
818,27339
819,27395
820,27399
821,27402
822,27421
823,27434
824,27511
825,27524
826,27544
827,27749
828,27750
829,27757
830,27770
831,27773
832,27843
833,27871
834,27882
835,27887
836,27910
837,27936
838,27948
839,28019
840,28057
841,28117
842,28144
843,28183
844,28200
845,28223
846,28262
847,28267
848,28283
849,28306
850,28311
851,28320
852,28335
853,28385
854,28394
855,28435
856,28476
857,28489
858,28492
859,28503
860,28523
861,28532
862,28540
863,28612
864,28642
865,28668
866,28669
867,28672
868,28709
869,28710
870,28836
871,28874
872,28905
873,28918
874,28927
875,28935
876,29048
877,29096
878,29121
879,29128
880,29145
881,29167
882,29172
883,29182
884,29187
885,29205
886,29225
887,29246
888,29249
889,29292
890,29299
891,29305
892,29313
893,29328
894,29348
895,29355
896,29368
897,29468
898,29472
899,29495
900,29510
901,29565
902,29607
903,29708
904,29740
905,29755
906,29776
907,29791
908,29815
909,29816
910,29845
911,29855
912,29936
913,29967
914,29996
915,30009
916,30014
917,30116
918,30175
919,30183
920,30258
921,30259
922,30308
923,30316
924,30431
925,30483
926,30508
927,30531
928,30542
929,30608
930,30621
931,30625
932,30645
933,30653
934,30689
935,30696
936,30712
937,30732
938,30738
939,30784
940,30806
941,30837
942,30838
943,30843
944,30849
945,30850
946,30868
947,30926
948,30932
949,30937
950,30944
951,30958
952,30986
953,31003
954,31025
955,31026
956,31030
957,31075
958,31079
959,31090
960,31109
961,31116
962,31118
963,31124
964,31127
965,31167
966,31183
967,31254
968,31304
969,31337
970,31339
971,31356
972,31366
973,31409
974,31417
975,31495
976,31500
977,31505
978,31511
979,31516
980,31546
981,31559
982,31602
983,31621
984,31630
985,31648
986,31652
987,31672
988,31720
989,31777
990,31778
991,31783
992,31793
993,31805
994,31814
995,31860
996,31945
997,31984
998,32072
999,32119
1000,32148
1001,32173
1002,32232
1003,32234
1004,32248
1005,32297
1006,32303
1007,32312
1008,32337
1009,32372
1010,32373
1011,32430
1012,32454
1013,32477
1014,32481
1015,32610
1016,32663
1017,32672
1018,32682
1019,32683
1020,32693
1021,32753
1022,32787
1023,32809
1024,32812
1025,32855
1026,32863
1027,32920
1028,32921
1029,32935
1030,32945
1031,33040
1032,33047
1033,33048
1034,33141
1035,33151
1036,33169
1037,33177
1038,33191
1039,33278
1040,33294
1041,33297
1042,33309
1043,33444
1044,33479
1045,33508
1046,33573
1047,33594
1048,33630
1049,33679
1050,33713
1051,33737
1052,33753
1053,33756
1054,33763
1055,33770
1056,33779
1057,33794
1058,33825
1059,33853
1060,33940
1061,33956
1062,33959
1063,33995
1064,34067
1065,34096
1066,34115
1067,34126
1068,34147
1069,34160
1070,34217
1071,34219
1072,34241
1073,34245
1074,34265
1075,34281
1076,34358
1077,34360
1078,34371
1079,34383
1080,34398
1081,34437
1082,34450
1083,34483
1084,34497
1085,34499
1086,34523
1087,34532
1088,34537
1089,34597
1090,34638
1091,34649
1092,34661
1093,34693
1094,34694
1095,34715
1096,34761
1097,34764
1098,34782
1099,34789
1100,34812
1101,34823
1102,34827
1103,34833
1104,34860
1105,34894
1106,34952
1107,34954
1108,34985
1109,35052
1110,35089
1111,35101
1112,35104
1113,35117
1114,35197
1115,35228
1116,35238
1117,35268
1118,35285
1119,35288
1120,35311
1121,35312
1122,35363
1123,35384
1124,35391
1125,35404
1126,35430
1127,35445
1128,35453
1129,35464
1130,35479
1131,35496
1132,35521
1133,35544
1134,35553
1135,35566
1136,35596
1137,35605
1138,35617
1139,35633
1140,35657
1141,35660
1142,35697
1143,35699
1144,35769
1145,35774
1146,35805
1147,35809
1148,35814
1149,35835
1150,35847
1151,35859
1152,35907
1153,35916
1154,35950
1155,35957
1156,35957
1157,36006
1158,36014
1159,36042
1160,36065
1161,36080
1162,36093
1163,36181
1164,36184
1165,36192
1166,36223
1167,36233
1168,36345
1169,36370
1170,36411
1171,36477
1172,36479
1173,36515
1174,36542
1175,36567
1176,36575
1177,36588
1178,36607
1179,36635
1180,36648
1181,36657
1182,36663
1183,36676
1184,36695
1185,36733
1186,36759
1187,36777
1188,36825
1189,36836
1190,36838
1191,36908
1192,36927
1193,36979
1194,36987
1195,36999
1196,37000
1197,37009
1198,37023
1199,37047
1200,37075
1201,37130
1202,37136
1203,37147
1204,37156
1205,37168
1206,37196
1207,37205
1208,37210
1209,37216
1210,37250
1211,37258
1212,37268
1213,37284
1214,37292
1215,37313
1216,37329
1217,37342
1218,37362
1219,37386
1220,37438
1221,37527
1222,37535
1223,37550
1224,37612
1225,37665
1226,37687
1227,37709
1228,37728
1229,37820
1230,37826
1231,37853
1232,37881
1233,37926
1234,37927
1235,37940
1236,37944
1237,37968
1238,37978
1239,38031
1240,38039
1241,38040
1242,38073
1243,38151
1244,38185
1245,38252
1246,38292
1247,38304
1248,38326
1249,38399
1250,38447
1251,38449
1252,38495
1253,38502
1254,38504
1255,38534
1256,38556
1257,38628
1258,38638
1259,38658
1260,38737
1261,38865
1262,38894
1263,38927
1264,38967
1265,38970
1266,38991
1267,38995
1268,39011
1269,39013
1270,39023
1271,39024
1272,39060
1273,39171
1274,39182
1275,39229
1276,39249
1277,39274
1278,39316
1279,39337
1280,39366
1281,39378
1282,39394
1283,39406
1284,39411
1285,39445
1286,39456
1287,39474
1288,39502
1289,39570
